company,product,date,price
Завод litsey-tsvetnyh-metallov,Металлопродукция,2025-09-26,146.18
Завод balashikhinskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-09-26,115.25
Завод vladimirskiy-zavod-metalloizdeliy,Металлопродукция,2025-09-26,120.29
Завод voronezhskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-09-26,148.57
Завод ekaterinburgskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-09-26,144.54
Завод izhevskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-09-26,137.16
Завод kazan-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-09-26,119.93
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Болты,2025-10-03,304.75
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Метизы,2025-10-03,106.96
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Детали тракторные,2025-10-03,2316.22
"ОАО ""Белебеевский завод ""Автонормаль""",Болты,2025-10-03,328.06
"ОАО ""Белебеевский завод ""Автонормаль""",Пружины,2025-10-03,66.93
"ОАО ""Белебеевский завод ""Автонормаль""",Прессовые изделия,2025-10-03,113.64
"ОАО ""Челябинский кузнечно-прессовый завод""",Рессоры,2025-10-03,20670.32
"ОАО ""Челябинский кузнечно-прессовый завод""",Стальные изделия,2025-10-03,134.34
"ОАО ""Челябинский кузнечно-прессовый завод""",Детали тракторные,2025-10-03,2941.22
"ЗАО ""Белорецкий завод рессор и пружин""",Рессоры,2025-10-03,21383.36
"ЗАО ""Белорецкий завод рессор и пружин""",Детали тракторные,2025-10-03,2652.4
"ЗАО ""Белорецкий завод рессор и пружин""",Пружины,2025-10-03,67.96
66 Металлообрабатывающий завод,Провода,2025-10-03,122.84
66 Металлообрабатывающий завод,Металлоконструкции,2025-10-03,62903.91
Лепсе,Арматура,2025-10-03,143.19
Лепсе,Сетки металлические,2025-10-03,139.96
Завод Сельмаш,Корпуса,2025-10-03,5129.31
Лискимонтажконструкция,Металлоконструкции,2025-10-03,68762.24
Лискимонтажконструкция,Рессоры,2025-10-03,17287.6
Лискимонтажконструкция,Стальные изделия,2025-10-03,125.3
Завод корпусов,Стальные изделия,2025-10-03,116.0
Завод корпусов,Металлоконструкции,2025-10-03,60935.43
Завод корпусов,Корпуса,2025-10-03,6015.51
Завод chelyabinskiy-zavod-litoy-ostat,Металлопродукция,2025-10-03,137.32
Завод kamensk-uralskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-10-03,137.98
Завод kirovskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-10-03,113.82
Завод krasnoyarskiy-zavod-tsvetnyh-metallov,Металлопродукция,2025-10-03,118.74
Завод litsey-tsvetnyh-metallov,Металлопродукция,2025-10-03,143.21
Завод balashikhinskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-10-03,123.23
Завод vladimirskiy-zavod-metalloizdeliy,Металлопродукция,2025-10-03,120.68
Завод voronezhskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-10-03,148.09
Завод ekaterinburgskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-10-03,140.86
Завод izhevskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-10-03,143.94
Завод kazan-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-10-03,123.21
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Болты,2025-10-10,309.24
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Метизы,2025-10-10,103.43
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Детали тракторные,2025-10-10,2458.39
"ОАО ""Белебеевский завод ""Автонормаль""",Болты,2025-10-10,333.47
"ОАО ""Белебеевский завод ""Автонормаль""",Пружины,2025-10-10,67.62
"ОАО ""Белебеевский завод ""Автонормаль""",Прессовые изделия,2025-10-10,114.33
"ОАО ""Челябинский кузнечно-прессовый завод""",Рессоры,2025-10-10,19872.75
"ОАО ""Челябинский кузнечно-прессовый завод""",Стальные изделия,2025-10-10,140.82
"ОАО ""Челябинский кузнечно-прессовый завод""",Детали тракторные,2025-10-10,2972.86
"ЗАО ""Белорецкий завод рессор и пружин""",Рессоры,2025-10-10,22894.94
"ЗАО ""Белорецкий завод рессор и пружин""",Детали тракторные,2025-10-10,2671.72
"ЗАО ""Белорецкий завод рессор и пружин""",Пружины,2025-10-10,70.52
66 Металлообрабатывающий завод,Провода,2025-10-10,118.14
66 Металлообрабатывающий завод,Металлоконструкции,2025-10-10,63875.33
Лепсе,Арматура,2025-10-10,135.82
Лепсе,Сетки металлические,2025-10-10,135.1
Завод Сельмаш,Корпуса,2025-10-10,5027.8
Лискимонтажконструкция,Металлоконструкции,2025-10-10,70221.88
Лискимонтажконструкция,Рессоры,2025-10-10,16283.85
Лискимонтажконструкция,Стальные изделия,2025-10-10,135.07
Завод корпусов,Стальные изделия,2025-10-10,120.44
Завод корпусов,Металлоконструкции,2025-10-10,60068.6
Завод корпусов,Корпуса,2025-10-10,5768.95
Завод chelyabinskiy-zavod-litoy-ostat,Металлопродукция,2025-10-10,145.69
Завод kamensk-uralskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-10-10,145.12
Завод kirovskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-10-10,113.98
Завод krasnoyarskiy-zavod-tsvetnyh-metallov,Металлопродукция,2025-10-10,126.63
Завод litsey-tsvetnyh-metallov,Металлопродукция,2025-10-10,143.65
Завод balashikhinskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-10-10,114.09
Завод vladimirskiy-zavod-metalloizdeliy,Металлопродукция,2025-10-10,119.53
Завод voronezhskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-10-10,143.64
Завод ekaterinburgskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-10-10,150.71
Завод izhevskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-10-10,138.76
Завод kazan-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-10-10,124.22
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Болты,2025-10-17,307.96
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Метизы,2025-10-17,102.72
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Детали тракторные,2025-10-17,2379.36
"ОАО ""Белебеевский завод ""Автонормаль""",Болты,2025-10-17,342.63
"ОАО ""Белебеевский завод ""Автонормаль""",Пружины,2025-10-17,67.97
"ОАО ""Белебеевский завод ""Автонормаль""",Прессовые изделия,2025-10-17,120.04
"ОАО ""Челябинский кузнечно-прессовый завод""",Рессоры,2025-10-17,19513.53
"ОАО ""Челябинский кузнечно-прессовый завод""",Стальные изделия,2025-10-17,135.66
"ОАО ""Челябинский кузнечно-прессовый завод""",Детали тракторные,2025-10-17,2817.46
"ЗАО ""Белорецкий завод рессор и пружин""",Рессоры,2025-10-17,21391.86
"ЗАО ""Белорецкий завод рессор и пружин""",Детали тракторные,2025-10-17,2594.66
"ЗАО ""Белорецкий завод рессор и пружин""",Пружины,2025-10-17,71.46
66 Металлообрабатывающий завод,Провода,2025-10-17,123.63
66 Металлообрабатывающий завод,Металлоконструкции,2025-10-17,64105.66
Лепсе,Арматура,2025-10-17,147.21
Лепсе,Сетки металлические,2025-10-17,136.53
Завод Сельмаш,Корпуса,2025-10-17,4866.16
Лискимонтажконструкция,Металлоконструкции,2025-10-17,74175.65
Лискимонтажконструкция,Рессоры,2025-10-17,17078.86
Лискимонтажконструкция,Стальные изделия,2025-10-17,131.45
Завод корпусов,Стальные изделия,2025-10-17,110.98
Завод корпусов,Металлоконструкции,2025-10-17,59516.9
Завод корпусов,Корпуса,2025-10-17,5976.53
Завод chelyabinskiy-zavod-litoy-ostat,Металлопродукция,2025-10-17,137.06
Завод kamensk-uralskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-10-17,145.91
Завод kirovskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-10-17,112.48
Завод krasnoyarskiy-zavod-tsvetnyh-metallov,Металлопродукция,2025-10-17,121.23
Завод litsey-tsvetnyh-metallov,Металлопродукция,2025-10-17,147.07
Завод balashikhinskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-10-17,118.85
Завод vladimirskiy-zavod-metalloizdeliy,Металлопродукция,2025-10-17,111.37
Завод voronezhskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-10-17,153.9
Завод ekaterinburgskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-10-17,148.97
Завод izhevskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-10-17,138.15
Завод kazan-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-10-17,118.57
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Болты,2025-10-26,326.89
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Метизы,2025-10-26,90.93
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Детали тракторные,2025-10-26,2992.15
"ОАО ""Белебеевский завод ""Автонормаль""",Болты,2025-10-26,296.02
"ОАО ""Белебеевский завод ""Автонормаль""",Пружины,2025-10-26,84.65
"ОАО ""Белебеевский завод ""Автонормаль""",Прессовые изделия,2025-10-26,127.42
"ОАО ""Челябинский кузнечно-прессовый завод""",Рессоры,2025-10-26,19198.18
"ОАО ""Челябинский кузнечно-прессовый завод""",Стальные изделия,2025-10-26,133.81
"ОАО ""Челябинский кузнечно-прессовый завод""",Детали тракторные,2025-10-26,2256.69
"ЗАО ""Белорецкий завод рессор и пружин""",Рессоры,2025-10-26,16379.04
"ЗАО ""Белорецкий завод рессор и пружин""",Детали тракторные,2025-10-26,2662.04
"ЗАО ""Белорецкий завод рессор и пружин""",Пружины,2025-10-26,93.21
66 Металлообрабатывающий завод,Провода,2025-10-26,111.77
66 Металлообрабатывающий завод,Металлоконструкции,2025-10-26,70111.76
Лепсе,Арматура,2025-10-26,119.78
Лепсе,Сетки металлические,2025-10-26,130.08
Завод Сельмаш,Корпуса,2025-10-26,5071.76
Лискимонтажконструкция,Металлоконструкции,2025-10-26,72713.65
Лискимонтажконструкция,Рессоры,2025-10-26,20968.23
Лискимонтажконструкция,Стальные изделия,2025-10-26,119.74
Завод корпусов,Стальные изделия,2025-10-26,134.22
Завод корпусов,Металлоконструкции,2025-10-26,60242.49
Завод корпусов,Корпуса,2025-10-26,6169.31
Завод chelyabinskiy-zavod-litoy-ostat,Металлопродукция,2025-10-26,113.21
Завод kamensk-uralskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-10-26,130.29
Завод kirovskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-10-26,141.56
Завод krasnoyarskiy-zavod-tsvetnyh-metallov,Металлопродукция,2025-10-26,118.09
Завод litsey-tsvetnyh-metallov,Металлопродукция,2025-10-26,132.21
Завод balashikhinskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-10-26,140.52
Завод vladimirskiy-zavod-metalloizdeliy,Металлопродукция,2025-10-26,132.86
Завод voronezhskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-10-26,122.6
Завод ekaterinburgskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-10-26,114.28
Завод izhevskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-10-26,147.12
Завод kazan-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-10-26,115.78
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Болты,2025-11-02,326.24
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Метизы,2025-11-02,91.43
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Детали тракторные,2025-11-02,3235.73
"ОАО ""Белебеевский завод ""Автонормаль""",Болты,2025-11-02,308.99
"ОАО ""Белебеевский завод ""Автонормаль""",Пружины,2025-11-02,82.73
"ОАО ""Белебеевский завод ""Автонормаль""",Прессовые изделия,2025-11-02,124.62
"ОАО ""Челябинский кузнечно-прессовый завод""",Рессоры,2025-11-02,19587.89
"ОАО ""Челябинский кузнечно-прессовый завод""",Стальные изделия,2025-11-02,130.86
"ОАО ""Челябинский кузнечно-прессовый завод""",Детали тракторные,2025-11-02,2368.64
"ЗАО ""Белорецкий завод рессор и пружин""",Рессоры,2025-11-02,16295.8
"ЗАО ""Белорецкий завод рессор и пружин""",Детали тракторные,2025-11-02,2660.18
"ЗАО ""Белорецкий завод рессор и пружин""",Пружины,2025-11-02,95.92
66 Металлообрабатывающий завод,Провода,2025-11-02,109.95
66 Металлообрабатывающий завод,Металлоконструкции,2025-11-02,75390.61
Лепсе,Арматура,2025-11-02,126.28
Лепсе,Сетки металлические,2025-11-02,127.14
Завод Сельмаш,Корпуса,2025-11-02,4869.85
Лискимонтажконструкция,Металлоконструкции,2025-11-02,75593.89
Лискимонтажконструкция,Рессоры,2025-11-02,21323.69
Лискимонтажконструкция,Стальные изделия,2025-11-02,123.56
Завод корпусов,Стальные изделия,2025-11-02,133.61
Завод корпусов,Металлоконструкции,2025-11-02,58700.99
Завод корпусов,Корпуса,2025-11-02,6272.11
Завод chelyabinskiy-zavod-litoy-ostat,Металлопродукция,2025-11-02,116.86
Завод kamensk-uralskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-11-02,126.47
Завод kirovskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-11-02,141.54
Завод krasnoyarskiy-zavod-tsvetnyh-metallov,Металлопродукция,2025-11-02,128.32
Завод litsey-tsvetnyh-metallov,Металлопродукция,2025-11-02,130.86
Завод balashikhinskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-11-02,139.24
Завод vladimirskiy-zavod-metalloizdeliy,Металлопродукция,2025-11-02,136.45
Завод voronezhskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-11-02,113.51
Завод ekaterinburgskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-11-02,112.45
Завод izhevskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-11-02,138.57
Завод kazan-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-11-02,110.51
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Болты,2025-11-09,323.77
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Метизы,2025-11-09,87.84
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Детали тракторные,2025-11-09,3132.97
"ОАО ""Белебеевский завод ""Автонормаль""",Болты,2025-11-09,281.55
"ОАО ""Белебеевский завод ""Автонормаль""",Пружины,2025-11-09,84.07
"ОАО ""Белебеевский завод ""Автонормаль""",Прессовые изделия,2025-11-09,130.52
"ОАО ""Челябинский кузнечно-прессовый завод""",Рессоры,2025-11-09,19908.53
"ОАО ""Челябинский кузнечно-прессовый завод""",Стальные изделия,2025-11-09,126.77
"ОАО ""Челябинский кузнечно-прессовый завод""",Детали тракторные,2025-11-09,2271.4
"ЗАО ""Белорецкий завод рессор и пружин""",Рессоры,2025-11-09,16542.81
"ЗАО ""Белорецкий завод рессор и пружин""",Детали тракторные,2025-11-09,2721.57
"ЗАО ""Белорецкий завод рессор и пружин""",Пружины,2025-11-09,97.21
66 Металлообрабатывающий завод,Провода,2025-11-09,115.12
66 Металлообрабатывающий завод,Металлоконструкции,2025-11-09,69999.87
Лепсе,Арматура,2025-11-09,122.4
Лепсе,Сетки металлические,2025-11-09,130.61
Завод Сельмаш,Корпуса,2025-11-09,4900.83
Лискимонтажконструкция,Металлоконструкции,2025-11-09,72773.54
Лискимонтажконструкция,Рессоры,2025-11-09,22328.94
Лискимонтажконструкция,Стальные изделия,2025-11-09,120.55
Завод корпусов,Стальные изделия,2025-11-09,127.73
Завод корпусов,Металлоконструкции,2025-11-09,57751.26
Завод корпусов,Корпуса,2025-11-09,6236.83
Завод chelyabinskiy-zavod-litoy-ostat,Металлопродукция,2025-11-09,116.06
Завод kamensk-uralskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-11-09,124.92
Завод kirovskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-11-09,147.26
Завод krasnoyarskiy-zavod-tsvetnyh-metallov,Металлопродукция,2025-11-09,122.95
Завод litsey-tsvetnyh-metallov,Металлопродукция,2025-11-09,132.65
Завод balashikhinskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-11-09,153.68
Завод vladimirskiy-zavod-metalloizdeliy,Металлопродукция,2025-11-09,135.79
Завод voronezhskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-11-09,124.17
Завод ekaterinburgskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-11-09,115.86
Завод izhevskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-11-09,140.79
Завод kazan-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-11-09,110.66
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Болты,2025-11-16,341.05
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Метизы,2025-11-16,84.56
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Детали тракторные,2025-11-16,3009.9
"ОАО ""Белебеевский завод ""Автонормаль""",Болты,2025-11-16,295.07
"ОАО ""Белебеевский завод ""Автонормаль""",Пружины,2025-11-16,85.48
"ОАО ""Белебеевский завод ""Автонормаль""",Прессовые изделия,2025-11-16,123.81
"ОАО ""Челябинский кузнечно-прессовый завод""",Рессоры,2025-11-16,19550.52
"ОАО ""Челябинский кузнечно-прессовый завод""",Стальные изделия,2025-11-16,134.46
"ОАО ""Челябинский кузнечно-прессовый завод""",Детали тракторные,2025-11-16,2314.21
"ЗАО ""Белорецкий завод рессор и пружин""",Рессоры,2025-11-16,16581.02
"ЗАО ""Белорецкий завод рессор и пружин""",Детали тракторные,2025-11-16,2727.25
"ЗАО ""Белорецкий завод рессор и пружин""",Пружины,2025-11-16,96.14
66 Металлообрабатывающий завод,Провода,2025-11-16,111.88
66 Металлообрабатывающий завод,Металлоконструкции,2025-11-16,70051.36
Лепсе,Арматура,2025-11-16,125.77
Лепсе,Сетки металлические,2025-11-16,129.76
Завод Сельмаш,Корпуса,2025-11-16,4761.9
Лискимонтажконструкция,Металлоконструкции,2025-11-16,78353.76
Лискимонтажконструкция,Рессоры,2025-11-16,21330.53
Лискимонтажконструкция,Стальные изделия,2025-11-16,126.85
Завод корпусов,Стальные изделия,2025-11-16,129.85
Завод корпусов,Металлоконструкции,2025-11-16,60544.16
Завод корпусов,Корпуса,2025-11-16,6274.58
Завод chelyabinskiy-zavod-litoy-ostat,Металлопродукция,2025-11-16,120.99
Завод kamensk-uralskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-11-16,126.83
Завод kirovskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-11-16,143.5
Завод krasnoyarskiy-zavod-tsvetnyh-metallov,Металлопродукция,2025-11-16,117.64
Завод litsey-tsvetnyh-metallov,Металлопродукция,2025-11-16,131.24
Завод balashikhinskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-11-16,150.5
Завод vladimirskiy-zavod-metalloizdeliy,Металлопродукция,2025-11-16,140.11
Завод voronezhskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-11-16,115.68
Завод ekaterinburgskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-11-16,110.94
Завод izhevskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-11-16,144.76
Завод kazan-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-11-16,112.07
